nconst	primaryName
nm0001096	Timothy Dalton
nm0001097	Charles Dance
nm0001098	Rodney Dangerfield
nm0001099	Jeff Daniels
nm0001100	Blythe Danner
nm0001101	Ted Danson
nm0001102	Joe Dante
nm0001103	Tony Danza
nm0001104	Frank Darabont
nm0001106	Racquel Darrian
nm0001107	Stacey Dash
nm0001108	Robert Davi
nm0001109	Jaye Davidson
nm0001110	Embeth Davidtz
nm0001111	Jeremy Davies
nm0001112	Andrew Davis
nm0001113	Brad Davis
nm0001114	Judy Davis
nm0001115	Ossie Davis
nm0001116	Warwick Davis
nm0001117	Bruce Davison
nm0001118	Pam Dawber
nm0001119	Yvonne De Carlo
nm0001120	Vittorio De Sica
nm0001122	Ellen DeGeneres
nm0001123	Dom DeLuise
nm0001125	Benicio Del Toro
nm0001126	Kim Delaney
nm0001127	Dana Delany
nm0001128	Alain Delon
nm0001129	Jonathan Demme
nm0001130	Ted Demme
nm0001131	Patrick Dempsey
nm0001132	Judi Dench
nm0001133	Brian Dennehy
nm0001135	John Derek
nm0001136	Bruce Dern
nm0001137	William Devane
nm0001138	Susan Dey
nm0001139	Tom DiCillo
nm0001141	Angie Dickinson
nm0001142	Uschi Digard
nm0001143	Kevin Dillon
nm0001145	Divine
nm0001146	Donna Dixon
nm0001147	Shannen Doherty
nm0001148	Troy Donahue
nm0001149	Richard Donner
nm0001150	James Doohan
nm0001151	Stephen Dorff
nm0001152	Illeana Douglas
nm0001153	Lesley-Anne Down
nm0001154	Michael Dudikoff
nm0001155	Patrick Duffy
nm0001156	Olympia Dukakis
nm0001157	Patty Duke
nm0001158	Keir Dullea
nm0001159	Faye Dunaway
nm0001160	Adrian Dunbar
nm0001162	Griffin Dunne
nm0001163	Roy Dupuis
nm0001164	Charles Durning
nm0001165	Charles S. Dutton
nm0001166	James Duval
nm0001167	Shelley Duvall
nm0001168	Bob Dylan
nm0001169	George Dzundza
nm0001172	Christopher Eccleston
nm0001173	Aaron Eckhart
nm0001174	Barbara Eden
nm0001175	Blake Edwards
nm0001176	Nicole Eggert
nm0001177	Chris Eigeman
nm0001178	Sergei M. Eisenstein
nm0001179	Anita Ekberg
nm0001180	Britt Ekland
nm0001181	Jack Elam
nm0001182	Carmen Electra
nm0001183	Bodhi Elfman
nm0001184	Jenna Elfman
nm0001185	Hector Elizondo
nm0001186	Denholm Elliott
nm0001187	Noah Emmerich
nm0001188	Nora Ephron
nm0001191	Adam Sandler
nm0001192	John Mark Robinson
nm0001194	Jeff Fahey
nm0001197	Anna Falchi
nm0001198	Debrah Farentino
nm0001199	Dennis Farina
nm0001200	Gary Farmer
nm0001201	Mia Farrow
nm0001202	Rainer Werner Fassbinder
nm0001204	Marty Feldman
nm0001205	Norman Fell
nm0001206	Abel Ferrara
nm0001207	José Ferrer
nm0001208	Miguel Ferrer
nm0001209	William Fichtner
nm0001210	Chelsea Field
nm0001212	Joseph Fiennes
nm0001213	Harvey Fierstein
nm0001214	Mike Figgis
nm0001215	Albert Finney
nm0001216	Tara Fitzgerald
nm0001217	Fionnula Flanagan
nm0001218	Sean Patrick Flanery
nm0001219	Gary Fleder
nm0001221	Louise Fletcher
nm0001222	Calista Flockhart
nm0001223	Lara Flynn Boyle
nm0001225	Nina Foch
nm0001226	James Foley
nm0001227	Megan Follows
nm0001228	Peter Fonda
nm0001229	Glenn Ford
nm0001231	Claire Forlani
nm0001232	Milos Forman
nm0001233	Robert Forster
nm0001234	John Forsythe
nm0001235	William Forsythe
nm0001236	Meg Foster
nm0001237	Samantha Fox
nm0001238	Jesús Franco
nm0001239	John Frankenheimer
nm0001240	Dennis Franz
nm0001241	Stephen Frears
nm0001242	Matt Frewer
nm0001243	William Friedkin
nm0001244	Sadie Frost
nm0001245	Mira Furlan
nm0001246	Dan Futterman
nm0001247	Eva Gabor
nm0001248	Zsa Zsa Gabor
nm0001249	Monique Gabrielle
nm0001250	Charlotte Gainsbourg
nm0001251	Peter Gallagher
nm0001252	Vincent Gallo
nm0001253	Mason Gamble
nm0001254	James Gandolfini
nm0001255	Victor Garber
nm0001257	Ava Gardner
nm0001258	James Garner
nm0001259	Jennie Garth
nm0001260	John Gavin
nm0001261	Rebecca Gayheart
nm0001262	Ben Gazzara
nm0001263	Jason Gedrick
nm0001264	Sarah Michelle Gellar
nm0001265	Susan George
nm0001266	Gil Gerard
nm0001267	Balthazar Getty
nm0001268	Estelle Getty
nm0001269	Cynthia Gibb
nm0001270	Brian Gibson
nm0001271	Melissa Gilbert
nm0001272	Annabeth Gish
nm0001273	Lillian Gish
nm0001274	Paul Michael Glaser
nm0001275	Philip Glass
nm0001276	Jackie Gleason
nm0001277	Scott Glenn
nm0001278	John Glover
nm0001281	Bobcat Goldthwait
nm0001282	Tony Goldwyn
nm0001283	Louis Gossett Jr.
nm0001284	Michael Gough
nm0001285	Elliott Gould
nm0001286	Elizabeth Gracen
nm0001287	Heather Graham
nm0001288	Kelsey Grammer
nm0001289	Stewart Granger
nm0001290	Richard E. Grant
nm0001291	Rupert Graves
nm0001292	Erin Gray
nm0001293	Seth Green
nm0001295	Graham Greene
nm0001296	Lorne Greene
nm0001297	Joel Grey
nm0001298	Richard Grieco
nm0001299	Thomas Ian Griffith
nm0001301	Charles Grodin
nm0001302	Christopher Guest
nm0001303	Carla Gugino
nm0001304	Fred Gwynne
nm0001305	Lukas Haas
nm0001306	Larry Hagman
nm0001307	Stacy Haiduk
nm0001308	Alan Hale Jr.
nm0001309	Anthony Michael Hall
nm0001310	Kevin Peter Hall
nm0001311	Philip Baker Hall
nm0001312	Geri Horner
nm0001313	George Hamilton
nm0001314	John Hannah
nm0001315	Marcia Gay Harden
nm0001317	Renny Harlin
nm0001319	Mark Harmon
nm0001320	Valerie Harper
nm0001321	Richard Harris
nm0001322	Rex Harrison
nm0001323	Debbie Harry
nm0001324	Ian Hart
nm0001325	Hal Hartley
nm0001326	Josh Hartnett
nm0001327	David Hasselhoff
nm0001329	Nigel Hawthorne
nm0001330	Sterling Hayden
nm0001331	Todd Haynes
nm0001332	Robert Hays
nm0001334	John Heard
nm0001335	Tippi Hedren
nm0001337	Katherine Heigl
nm0001338	Brian Helgeland
nm0001339	Marg Helgenberger
nm0001340	Katherine Helmond
nm0001343	Carrie Henn
nm0001344	Gregg Henry
nm0001345	Jim Henson
nm0001346	Edward Herrmann
nm0001347	Barbara Hershey
nm0001348	Werner Herzog
nm0001349	Jennifer Love Hewitt
nm0001351	George Roy Hill
nm0001352	Terence Hill
nm0001353	Walter Hill
nm0001354	Ciarán Hinds
nm0001355	Michael Hoffman
nm0001356	Hulk Hogan
nm0001357	Paul Hogan
nm0001358	Hal Holbrook
nm0001359	Sterling Holloway
nm0001360	John Holmes
nm0001361	Tobe Hooper
nm0001363	Jane Horrocks
nm0001364	Bob Hoskins
nm0001365	Whitney Houston
nm0001367	C. Thomas Howell
nm0001368	Ernie Hudson
nm0001369	Rock Hudson
nm0001370	Finola Hughes
nm0001371	Tom Hulce
nm0001372	Bonnie Hunt
nm0001373	Linda Hunt
nm0001375	Kim Hunter
nm0001376	Isabelle Huppert
nm0001377	Olivia Hussey
nm0001378	Anjelica Huston
nm0001379	John Huston
nm0001380	Jim Hutton
nm0001381	Lauren Hutton
nm0001382	Peter Hyams
nm0001383	David Hyde Pierce
nm0001384	Ice-T
nm0001385	Eric Idle
nm0001387	Kathy Ireland
nm0001388	Amy Irving
nm0001389	Chris Isaak
nm0001390	Janet Jackson
nm0001391	Michael Jackson
nm0001392	Peter Jackson
nm0001393	Irène Jacob
nm0001394	Derek Jacobi
nm0001395	Richard Jaeckel
nm0001396	Mick Jagger
nm0001397	Brion James
nm0001399	Marianne Jean-Baptiste
nm0001400	Michelle Johnson
nm0001401	Angelina Jolie
nm0001402	Terry Jones
nm0001403	Neil Jordan
nm0001404	Madeline Kahn
nm0001405	Janusz Kaminski
nm0001406	Carol Kane
nm0001407	Mitzi Kapture
nm0001408	Shekhar Kapur
nm0001409	Tchéky Karyo
nm0001410	Lawrence Kasdan
nm0001411	William Katt
nm0001412	Andy Kaufman
nm0001413	Julie Kavner
nm0001415	Elia Kazan
nm0001416	Catherine Keener
nm0001417	Brian Keith
nm0001418	David Keith
nm0001419	Sally Kellerman
nm0001420	DeForest Kelley
nm0001421	George Kennedy
nm0001422	Persis Khambatta
nm0001423	Richard Kiel
nm0001424	Udo Kier
nm0001425	Krzysztof Kieslowski
nm0001426	Ben Kingsley
nm0001427	Greg Kinnear
nm0001428	Klaus Kinski
nm0001429	Takeshi Kitano
nm0001431	Wayne Knight
nm0001432	Charlie Korsmo
nm0001433	Yaphet Kotto
nm0001434	Kris Kristofferson
nm0001435	Lisa Kudrow
nm0001436	Swoosie Kurtz
nm0001437	Emir Kusturica
nm0001438	Neil LaBute
nm0001439	Anthony LaPaglia
nm0001440	Cheryl Ladd
nm0001441	Christine Lahti
nm0001442	Ricki Lake
nm0001444	Lorenzo Lamas
nm0001445	Martin Landau
nm0001446	Michael Landon
nm0001447	Nathan Lane
nm0001448	Jessica Lange
nm0001449	Frank Langella
nm0001450	Angela Lansbury
nm0001451	Queen Latifah
nm0001453	Piper Laurie
nm0001454	Martin Lawrence
nm0001455	Matt LeBlanc
nm0001456	Kelly LeBrock
nm0001457	James Le Gros
nm0001458	Cloris Leachman
nm0001459	Denis Leary
nm0001460	Mimi Leder
nm0001461	Virginie Ledoyen
nm0001462	Jason Scott Lee
nm0001463	Janet Leigh
nm0001464	Kay Lenz
nm0001466	Sergio Leone
nm0001467	Jared Leto
nm0001469	Barry Levinson
nm0001470	Charlotte Lewis
nm0001471	Jerry Lewis
nm0001472	Jet Li
nm0001473	Laura Linney
nm0001474	Tom Lister Jr.
nm0001475	John Lithgow
nm0001476	Cleavon Little
nm0001477	Robyn Lively
nm0001478	June Lockhart
nm0001480	Shelley Long
nm0001481	Tina Louise
nm0001482	Courtney Love
nm0001483	Linda Lovelace
nm0001484	Jon Lovitz
nm0001485	Myrna Loy
nm0001486	Sidney Lumet
nm0001487	John Lynch
nm0001488	Kelly Lynch
nm0001489	Paul Lynde
nm0001490	Adrian Lyne
nm0001491	Melanie Lynskey
nm0001492	Kyle MacLachlan
nm0001493	Peter MacNicol
nm0001494	Ralph Macchio
nm0001495	Patrick Macnee
nm0001496	Amy Madigan
nm0001497	Tobey Maguire
nm0001498	John Mahoney
nm0001499	Tina Majorino
nm0001500	Karl Malden
nm0001501	Louis Malle
nm0001502	Luis Mandoki
nm0001503	Dinah Manoff
nm0001505	Joe Mantegna
nm0001506	Jane March
nm0001507	Cheech Marin
nm0001508	Penny Marshall
nm0001509	Dean Martin
nm0001510	Strother Martin
nm0001511	Lee Marvin
nm0001512	Mary Elizabeth Mastrantonio
nm0001513	Tim Matheson
nm0001515	Joseph Mazzello
nm0001516	Rue McClanahan
nm0001517	Catherine McCormack
nm0001518	Dylan McDermott
nm0001520	Christopher McDonald
nm0001521	Mary McDonnell
nm0001522	Roddy McDowall
nm0001523	Natascha McElhone
nm0001524	Paul McGann
nm0001525	John C. McGinley
nm0001526	Patrick McGoohan
nm0001527	Elizabeth McGovern
nm0001528	Don McKellar
nm0001529	Nancy McKeon
nm0001530	William McNamara
nm0001531	Kristy McNichol
nm0001532	John McTiernan
nm0001533	Meat Loaf
nm0001534	Michelle Meyrink
nm0001535	Dale Midkiff
nm0001536	Toshirô Mifune
nm0001537	Ray Milland
nm0001538	Jonny Lee Miller
nm0001539	Hayley Mills
nm0001541	Kylie Minogue
nm0001542	Jay Mohr
nm0001543	Gretchen Mol
nm0001544	Ricardo Montalban
nm0001545	Dudley Moore
nm0001546	Mary Tyler Moore
nm0001548	Rick Moranis
nm0001549	Rita Moreno
nm0001550	Cathy Moriarty
nm0001552	Pat Morita
nm0001554	Errol Morris
nm0001555	Rob Morrow
nm0001556	David Morse
nm0001557	Viggo Mortensen
nm0001558	Mr. T
nm0001560	Ornella Muti
nm0001561	Jim Nabors
nm0001562	Kathy Najimy
nm0001563	Kitten Natividad
nm0001564	Bebe Neuwirth
nm0001565	Mike Newell
nm0001566	Mike Nichols
nm0001567	Connie Nielsen
nm0001568	Lisa Niemi
nm0001569	Chuck Norris
nm0001570	Edward Norton
nm0001571	Kim Novak
nm0001572	Danny Nucci
nm0001573	Catherine O'Hara
nm0001574	Michael O'Keefe
nm0001575	Tatum O'Neal
nm0001576	Heather O'Rourke
nm0001577	Maureen O'Sullivan
nm0001578	Annette O'Toole
nm0001579	Edward James Olmos
nm0001580	Ashley Olsen
nm0001581	Mary-Kate Olsen
nm0001583	Jerry Orbach
nm0001584	Miranda Otto
nm0001585	Kelly Packard
nm0001586	Joanna Pacula
nm0001587	Alan J. Pakula
nm0001588	Jack Palance
nm0001589	Michael Palin
nm0001590	Chazz Palminteri
nm0001591	Bruce Paltrow
nm0001592	Joe Pantoliano
nm0001593	Anna Paquin
nm0001594	Anne Parillaud
nm0001595	Michael Paré
nm0001596	Pier Paolo Pasolini
nm0001597	Mandy Patinkin
nm0001598	Robert Patrick
nm0001599	Will Patton
nm0001600	Adrian Paul
nm0001601	David Paymer
nm0001602	Guy Pearce
nm0001603	Sam Peckinpah
nm0001604	Nia Peeples
nm0001605	Amanda Peet
nm0001606	Chris Penn
nm0001607	Sydney Penny
nm0001608	Barry Pepper
nm0001609	Rosie Perez
nm0001610	Elizabeth Perkins
nm0001611	Max Perlich
nm0001612	Matthew Perry
nm0001613	Bernadette Peters
nm0001614	Lori Petty
nm0001615	Elizabeth Peña
nm0001616	Mekhi Phifer
nm0001617	Lou Diamond Phillips
nm0001618	Joaquin Phoenix
nm0001619	Summer Phoenix
nm0001620	Slim Pickens
nm0001621	Bronson Pinchot
nm0001622	Danny Pintauro
nm0001623	Maria Pitillo
nm0001624	Oliver Platt
nm0001625	Amanda Plummer
nm0001626	Christopher Plummer
nm0001627	Sidney Poitier
nm0001628	Sydney Pollack
nm0001629	Kevin Pollak
nm0001630	Tracy Pollan
nm0001631	Sarah Polley
nm0001632	Teri Polo
nm0001633	Annie Potts
nm0001634	CCH Pounder
nm0001636	Priscilla Presley
nm0001637	Vincent Price
nm0001638	Jürgen Prochnow
nm0001639	Alex Proyas
nm0001640	Richard Pryor
nm0001641	Vincent Perez
nm0001642	Randy Quaid
nm0001643	Linnea Quigley
nm0001644	Aidan Quinn
nm0001646	Ted Raimi
nm0001648	Charlotte Rampling
nm0001649	Anne Ramsey
nm0001650	Michael Rapaport
nm0001652	John Ratzenberger
nm0001653	Stephen Rea
nm0001655	Lynn Redgrave
nm0001657	Oliver Reed
nm0001658	Robert Reed
nm0001659	Christopher Reeve
nm0001661	Rob Reiner
nm0001662	Judge Reinhold
nm0001663	Paul Reiser
nm0001664	James Remar
nm0001665	Lee Remick
nm0001666	Debbie Reynolds
nm0001667	Jonathan Rhys Meyers
nm0001668	Kim Richards
nm0001669	Miranda Richardson
nm0001670	Natasha Richardson
nm0001671	Diana Rigg
nm0001672	Joan Rivers
nm0001673	Jason Robards
nm0001674	Chris Rock
nm0001675	Robert Rodriguez
nm0001676	Nicolas Roeg
nm0001678	Roy Rogers
nm0001679	Mark Rolston
nm0001680	Robert Romanus
nm0001681	George A. Romero
nm0001682	Mickey Rooney
nm0001683	Roseanne Barr
nm0001684	Katharine Ross
nm0001685	Rick Rossovich
nm0001686	Cynthia Rothrock
nm0001687	Gena Rowlands
nm0001688	Alan Ruck
nm0001689	Mercedes Ruehl
nm0001690	Jennifer Runyon
nm0001691	Geoffrey Rush
nm0001692	Ken Russell
nm0001693	Eva Marie Saint
nm0001694	Meredith Salenger
nm0001696	Julian Sands
nm0001697	Chris Sarandon
nm0001698	John Savage
nm0001699	Telly Savalas
nm0001700	Nancy Savoca
nm0001701	Devon Sawa
nm0001702	Roy Scheider
nm0001703	Maximilian Schell
nm0001704	Vincent Schiavelli
nm0001705	Rob Schneider
nm0001706	Michael Schoeffling
nm0001707	Paul Schrader
nm0001708	Joel Schumacher
nm0001709	Til Schweiger
nm0001710	David Schwimmer
nm0001711	Annabella Sciorra
nm0001712	Tracy Scoggins
nm0001713	Izabella Scorupco
nm0001714	Campbell Scott
nm0001715	George C. Scott
nm0001716	Tony Scott
nm0001717	Kyle Secor
nm0001718	Kyra Sedgwick
nm0001719	George Segal
nm0001720	Ivan Sergei
nm0001721	Chloë Sevigny
nm0001722	Rufus Sewell
nm0001723	Tom Shadyac
nm0001724	Tony Shalhoub
nm0001725	Omar Sharif
nm0001726	Helen Shaver
nm0001727	Robert Shaw
nm0001728	Wallace Shawn
nm0001729	Craig Sheffer
nm0001730	Deborah Shelton
nm0001731	Sam Shepard
nm0001732	Cybill Shepherd
nm0001733	Nicollette Sheridan
nm0001734	Armin Shimerman
nm0001735	Talia Shire
nm0001736	Pauly Shore
nm0001737	Martin Short
nm0001738	Jonathan Silverman
nm0001739	Jean Simmons
nm0001740	O.J. Simpson
nm0001741	Bryan Singer
nm0001742	Lori Singer
nm0001743	Marc Singer
nm0001744	Tom Sizemore
nm0001745	Stellan Skarsgård
nm0001746	Ione Skye
nm0001747	Charles Martin Smith
nm0001748	Kurtwood Smith
nm0001749	Maggie Smith
nm0001750	Madolyn Smith Osborne
nm0001751	Jimmy Smits
nm0001752	Steven Soderbergh
nm0001753	P.J. Soles
nm0001754	Todd Solondz
nm0001755	Suzanne Somers
nm0001756	Barry Sonnenfeld
nm0001757	Kevin Sorbo
nm0001758	Timothy Spall
nm0001759	Vincent Spano
nm0001760	Tori Spelling
nm0001761	Jerry Springer
nm0001762	Jill St. John
nm0001763	Nick Stahl
nm0001764	John Stamos
nm0001765	Harry Dean Stanton
nm0001767	Imelda Staunton
nm0001768	Rod Steiger
nm0001770	Fisher Stevens
nm0001771	Stella Stevens
nm0001772	Patrick Stewart
nm0001773	David Ogden Stiers
nm0001774	Ben Stiller
nm0001775	Whit Stillman
nm0001776	Sting
nm0001777	Dean Stockwell
nm0001778	Matt Stone
nm0001779	Tom Stoppard
nm0001780	Peter Stormare
nm0001781	Julie Strain
nm0001782	Susan Strasberg
nm0001785	Kristy Swanson
nm0001786	George Takei
nm0001787	Jeffrey Tambor
nm0001788	Jessica Tandy
nm0001789	Andrei Tarkovsky
nm0001792	Rod Taylor
nm0001793	Heather Thomas
nm0001794	Henry Thomas
nm0001795	Jonathan Taylor Thomas
nm0001796	Richard Thomas
nm0001797	Rachel Ticotin
nm0001798	Kevin Tighe
nm0001800	Rip Torn
nm0001801	Robert Towne
nm0001802	Nancy Travis
nm0001803	Danny Trejo
nm0001804	Stanley Tucci
nm0001805	Lana Turner
nm0001806	John Turturro
nm0001807	Cicely Tyson
nm0001808	Tracey Ullman
nm0001809	Jay Underwood
nm0001810	Robert Urich
nm0001811	Peter Ustinov
nm0001812	Lee Van Cleef
nm0001813	Dick Van Dyke
nm0001814	Gus Van Sant
nm0001815	Jim Varney
nm0001816	Robert Vaughn
nm0001817	Reginald VelJohnson
nm0001818	Jesse Ventura
nm0001820	Abe Vigoda
nm0001821	Jan-Michael Vincent
nm0001822	Robert Wagner
nm0001823	Tom Waits
nm0001824	Ally Walker
nm0001825	Andrew Kevin Walker
nm0001826	M. Emmet Walsh
nm0001827	Ray Walston
nm0001828	Melora Walters
nm0001829	Rachel Ward
nm0001830	Sophie Ward
nm0001831	David Warner
nm0001832	Sam Waterston
nm0001833	Emily Watson
nm0001834	Damon Wayans
nm0001835	Carl Weathers
nm0001836	Steven Weber
nm0001837	Peter Weir
nm0001838	Rachel Weisz
nm0001839	Tuesday Weld
nm0001840	Ming-Na Wen
nm0001841	George Wendt
nm0001842	Adam West
nm0001844	Frank Whaley
nm0001845	Forest Whitaker
nm0001846	Vanna White
nm0001847	Richard Widmark
nm0001848	Dianne Wiest
nm0001849	Kathleen Wilhoite
nm0001850	Billy Dee Williams
nm0001851	JoBeth Williams
nm0001852	Treat Williams
nm0001853	Vanessa Williams
nm0001854	Rita Wilson
nm0001855	Thomas F. Wilson
nm0001856	Oprah Winfrey
nm0001857	Henry Winkler
nm0001858	Mare Winningham
nm0001859	Shelley Winters
nm0001860	Alicia Witt
nm0001862	Mary Woronov
nm0001863	Kari Wuhrer
nm0001864	Noah Wyle
nm0001865	Amy Yasbeck
nm0001866	Bolo Yeung
nm0001867	Amy Yip
nm0001868	Michael York
nm0001871	Pia Zadora
nm0001872	Steve Zahn
nm0001873	Steven Zaillian
nm0001874	Franco Zeffirelli
nm0001875	Anthony Zerbe
nm0001876	Catherine Zeta-Jones
nm0001878	David Zucker
nm0001879	Daphne Zuniga
nm0001880	Edward Zwick
nm0001881	Maryam d'Abo
nm0001882	Olivia d'Abo
nm0001884	Max von Sydow
nm0001885	Lars von Trier
nm0001886	Howard Ross
nm0001887	Paul Brickman
nm0001891	Anthony Higgins
nm0001900	Danny Aiello III
nm0001901	Chantal Akerman
nm0001902	Edward Albert
nm0001903	Norma Aleandro
nm0001904	Corey Allen
nm0001905	Yves Allégret
nm0001909	Björn Andrésen
nm0001911	Philip Anglim
nm0001913	Little Oral Annie
nm0001914	Adam Ant
nm0001915	Emile Ardolino
nm0001917	Pedro Armendáriz Jr.
nm0001919	Peggy Ashcroft
nm0001922	Jean-Pierre Aumont
nm0001923	Margaret Avery
nm0001924	Hoyt Axton
nm0001926	Joan Baez
nm0001928	Roy Ward Baker
nm0001929	Josiane Balasko
nm0001934	Kabir Bedi
nm0001936	Roxanne Blaze
nm0001938	Richard Belzer
nm0001941	Iris Berben
nm0001942	Luca Bercovici
nm0001943	Marisa Berenson
nm0001945	Claude Berri
nm0001947	Turhan Bey
nm0001949	Andrew Birkin
nm0001950	Steve Bisley
nm0001951	Björk
nm0001952	Rubén Blades
nm0001953	Moritz Bleibtreu
nm0001954	Claire Bloom
nm0001957	Lloyd Bochner
nm0001958	Dirk Bogarde
nm0001959	Corinne Bohrer
nm0001960	Romane Bohringer
nm0001961	Ray Bolger
nm0001962	Lizzie Borden
nm0001963	Jesse Borrego
nm0001965	Élodie Bouchez
nm0001967	Peter Boyle
nm0001968	Elizabeth Bracco
nm0001970	Klaus Maria Brandauer
nm0001971	Ewen Bremner
nm0001972	Richard Briers
nm0001974	Blair Brown
nm0001975	Roscoe Lee Browne
nm0001976	Horst Buchholz
nm0001978	Emma Bunton
nm0001979	Tom Burlinson
nm0001982	Sebastian Cabot
nm0001983	Rory Calhoun
nm0001984	Naomi Campbell
nm0001985	Christy Canyon
nm0001987	Tantoo Cardinal
nm0001988	Marc Caro
nm0001989	Leslie Caron
nm0001990	Elpidia Carrillo
nm0001993	Vincent Cassel
nm0001994	Michael Caton-Jones
nm0001995	George Chakiris
nm0001997	Patricia Charbonneau
nm0001998	Cyd Charisse
nm0001999	Maury Chaykin
nm0002000	Leslie Cheung
nm0002002	Shin'ichi Chiba
nm0002003	David Chokachi
nm0002004	Sarita Choudhury
nm0002006	Thomas Haden Church
nm0002009	Arthur C. Clarke
nm0002010	Christian Clavier
nm0002011	Lee J. Cobb
nm0002012	Randall 'Tex' Cobb
nm0002014	Iron Eyes Cody
nm0002015	Phil Collins
nm0002016	William Conrad
nm0002017	Richard Conte
nm0002018	Tom Conti
nm0002020	Costa-Gavras
nm0002023	Matt Craven
nm0002024	Broderick Crawford
nm0002025	Hume Cronyn
nm0002026	Mary Crosby
nm0002027	Ben Cross
nm0002028	Sheryl Crow
nm0002029	Maria Grazia Cucinotta
nm0002030	George Cukor
nm0002032	Roger Daltrey
nm0002033	Tyne Daly
nm0002035	Sammy Davis Jr.
nm0002037	Cliff De Young
nm0002038	Gloria DeHaven
nm0002039	Ruby Dee
nm0002040	Vanessa del Rio
nm0002041	Dean Devlin
nm0002043	Madhuri Dixit
nm0002044	Roger Donaldson
nm0002045	Stanley Donen
nm0002047	Diana Dors
nm0002048	Melvyn Douglas
nm0002049	Robert Downey Sr.
nm0002054	Sheena Easton
nm0002055	Alison Eastwood
nm0002056	Christine Ebersole
nm0002057	Richard Edson
nm0002058	Samantha Eggar
nm0002059	Lisa Eichhorn
nm0002060	Lisa Eilbacher
nm0002062	Kathryn Erbe
nm0002063	Leif Erickson
nm0002064	Giancarlo Esposito
nm0002066	Ramon Estevez
nm0002067	Linda Evans
nm0002069	Mimsy Farmer
nm0002070	Richard Farnsworth
nm0002071	Will Ferrell
nm0002072	Mel Ferrer
nm0002073	Lou Ferrigno
nm0002075	Peter Finch
nm0002076	Jason Flemyng
nm0002077	Dexter Fletcher
nm0002078	Frederic Forrest
nm0002079	Steve Forrest
nm0002080	Bob Fosse
nm0002081	Edward Fox
nm0002082	James Franciscus
nm0002083	Carl Franklin
nm0002084	Brenda Fricker
nm0002085	Gert Fröbe
nm0002086	Lucio Fulci
nm0002087	Samuel Fuller
nm0002088	Annette Funicello
nm0002089	Sidney J. Furie
nm0002090	Zach Galligan
nm0002091	Michael Gambon
nm0002094	Vittorio Gassman
nm0002095	Will Geer
nm0002096	Judy Geeson
nm0002097	Bob Geldof
nm0002098	Laura Gemser
nm0002099	Henry Gibson
nm0002100	Marie Gillain
nm0002101	Robin Givens
nm0002102	Sharon Gless
nm0002103	Julian Glover
nm0002105	Judith Godrèche
nm0002106	Ruth Gordon
nm0002108	Gloria Grahame
nm0002109	Faye Grant
nm0002110	Rodney A. Grant
nm0002111	Karen Grassle
nm0002114	Kim Greist
nm0002117	Paul Guilfoyle
nm0002119	Arsenio Hall
nm0002120	Lasse Hallström
nm0002122	Harry Hamlin
nm0002123	Adam Hann-Byrd
nm0002124	Melora Hardin
nm0002125	Tonya Harding
nm0002126	Dorian Harewood
nm0002127	Mariska Hargitay
nm0002128	Tess Harper
nm0002129	Gregory Harrison
nm0002130	Kathryn Harrold
nm0002131	Laurence Harvey
nm0002132	Amy Heckerling
nm0002135	Pamela Hensley
nm0002137	Arthur Hiller
nm0002138	Gregory Hines
nm0002139	Judd Hirsch
nm0002140	Agnieszka Holland
nm0002141	Celeste Holm
nm0002142	Sandrine Holt
nm0002144	John Houseman
nm0002145	Trevor Howard
nm0002147	Tab Hunter
nm0002148	Mary Beth Hurt
nm0002150	Billy Idol
nm0002156	Tengiz Abuladze
nm0002157	Herbert Achternbusch
nm0002159	Alejandro Agresti
nm0002160	Moustapha Akkad
nm0002163	Nusrat Fateh Ali Khan
nm0002166	John A. Alonzo
